LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,Unnamed: 15,PARAM_TYPE,NOTE
,,PT Splint Status #4,,,225196,PT Splint Status #4,,,0,Treatments,,,,metavision,,Text,
,,Trauma Line Site Appear,,,225217,Trauma Line Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,CCO PAC Site Appear,,,225225,CCO PAC Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,CCO PAC Waveform Appear,,,225227,CCO PAC Waveform Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,20 Gauge Reason Discontinued,,,225230,20 Gauge Reason Discontinued,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,20 Gauge Site Appear,,,225231,20 Gauge Site Appear,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,18 Gauge Reason Discontinued,,,225233,18 Gauge Reason Discontinued,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,18 Gauge Site Appear,,,225234,18 Gauge Site Appear,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,16 Gauge Reason Discontinued,,,225236,16 Gauge Reason Discontinued,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,16 Gauge Site Appear,,,225237,16 Gauge Site Appear,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,14 Gauge Reason Discontinued,,,225239,14 Gauge Reason Discontinued,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,14 Gauge Site Appear,,,225240,14 Gauge Site Appear,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,Dialysis Catheter Site Appear,,,225323,Dialysis Catheter Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Tunneled (Hickman) Site Appear,,,225331,Tunneled (Hickman) Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,IABP Site Appear,,,225339,IABP Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,IABP Art. Waveform Appear,,,225341,IABP Art. Waveform Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Midline Site Appear,,,225347,Midline Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,PA Catheter Site Appear,,,225355,PA Catheter Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,PA Catheter Waveform Appear,,,225357,PA Catheter Waveform Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Pheresis Catheter Site Appear,,,225371,Pheresis Catheter Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Indwelling Port (PortaCath) Site Appear,,,225379,Indwelling Port (PortaCath) Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Presep Catheter Site Appear,,,225387,Presep Catheter Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Presep Catheter Waveform Appear,,,225388,Presep Catheter Waveform Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Triple Introducer Site Appear,,,225395,Triple Introducer Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Triple Introducer Waveform Appear,,,225397,Triple Introducer Waveform Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Patient on vent,,,225411,Patient on vent,,,0,Case Management,,,,metavision,,Text,
,,Arterial Line Discontinued,,,225737,Arterial Line Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,CCO PAC Discontinued,,,225738,CCO PAC Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Cordis/Introducer Discontinued,,,225739,Cordis/Introducer Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Dialysis Catheter Discontinued,,,225740,Dialysis Catheter Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Tunneled (Hickman) Line Discontinued,,,225741,Tunneled (Hickman) Line Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,IABP Line Discontinued,,,225742,IABP Line Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Midline Discontinued,,,225743,Midline Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Multi Lumen Line Discontinued,,,225744,Multi Lumen Line Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,PA Catheter Discontinued,,,225745,PA Catheter Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Pheresis Catheter Discontinued,,,225746,Pheresis Catheter Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,PICC Line Discontinued,,,225747,PICC Line Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Indwelling Port (PortaCath) Discontinued,,,225748,Indwelling Port (PortaCath) Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Presep Catheter Discontinued,,,225749,Presep Catheter Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Trauma Line Discontinued,,,225750,Trauma Line Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Triple Introducer Discontinued,,,225751,Triple Introducer Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,RIC Reason Discontinued,,,225759,RIC Reason Discontinued,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,RIC Site Appear,,,225760,RIC Site Appear,,,0,Access Lines - Peripheral,,,,metavision,,Text,
,,Sheath Line Discontinued,,,225764,Sheath Line Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Sheath Site Appear,,,225767,Sheath Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Sheath Waveform Appear,,,225770,Sheath Waveform Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Sheath Size,,,225772,Sheath Size,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Volume In (PD),,,225806,Volume In (PD),mL,chartevents,0,Dialysis,,,,metavision,,Numeric,
,,Volume Out (PD),,,225807,Volume Out (PD),mL,chartevents,0,Dialysis,,,,metavision,,Numeric,
,,CV - PMH,,,225811,CV - past medical history,,,0,Adm History/FHPA,,,,metavision,,Text,
,,Baseline pain level,,,225813,Baseline pain level,,,0,Adm History/FHPA,,,,metavision,,Text,
,,NIV Mask,,,225949,NIV Mask,,,0,Respiratory,,,,metavision,,Text,
,,PD Fluid Appearance,,,225951,Peritoneal Dialysis Fluid Appearance,,,0,Dialysis,,,,metavision,,Text,
,,Medication Added #1 (PD),,,225952,Medication Added #1 (Peritoneal Dialysis),,,0,Dialysis,,,,metavision,,Text,
,,Solution (PD),,,225953,Solution (Peritoneal Dialysis),,,0,Dialysis,,,,metavision,,Text,
,,Dialysis Access Type,,,225954,Dialysis Access Type,,,0,Dialysis,,,,metavision,,Text,
,,Reason for Filter Change,,,225956,Reason for CRRT Filter Change,,,0,Dialysis,,,,metavision,,Text,
,,Heparin Concentration  (units/mL),,,225958,Heparin Concentration (units/mL),,,0,Dialysis,,,,metavision,,Text,
,,Medication Added Amount #1 (PD),,,225959,Medication Added Amount  #1 (Peritoneal Dialysis),None,chartevents,0,Dialysis,,,,metavision,,Numeric,
,,Medication Added Units #1 (PD),,,225961,Medication Added Units #1 (Peritoneal Dialysis),,,0,Dialysis,,,,metavision,,Text,
,,PD Catheter Type,,,225963,Peritoneal Dialysis Catheter Type,,,0,Dialysis,,,,metavision,,Text,
,,PD Catheter Status,,,225965,Peritoneal Dialysis Catheter Status,,,0,Dialysis,,,,metavision,,Text,
,,Replacement Fluid,,,225976,Replacement Fluid,,,0,Dialysis,,,,metavision,,Text,
,,Dialysate Fluid,,,225977,Dialysate Fluid,,,0,Dialysis,,,,metavision,,Text,
,,Slope,,,225978,Slope,,,0,Respiratory,,,,metavision,,Text,
,,IABP Size,,,225979,IABP Size,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,IABP Balloon Waveform,,,225982,IABP Balloon Waveform,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,IABP Trigger,,,225984,IABP Trigger,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,IABP Helium Tubing,,,225985,IABP Helium Tubing,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,IABP Arterial Waveform Source,,,225986,IABP Arterial Waveform Source,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,IABP Power Source,,,225987,IABP Power Source,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,IABP Position on leg,,,225988,IABP Position on leg,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Level of Consciousness,,,226104,Level of Consciousness,,,0,Neurological,,,,metavision,,Text,
,,Behavior,,,226105,Behavior,,,0,Neurological,,,,metavision,,Text,
,,ICP Line Discontinued,,,226125,ICP Line Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,ICP Line Site Appear,,,226130,ICP Line Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,ICP Line Waveform Appear,,,226133,ICP Line Waveform Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Oral Care,,,226168,Oral Care,,,0,Treatments,,,,metavision,,Text,
,,Ultrafiltrate Output,,,226457,Ultrafiltrate Output,mL,chartevents,0,Dialysis,,,,metavision,,Numeric,
,,Ectopy Type 2,,,226479,Ectopy Type 2,,,0,Routine Vital Signs,,,,metavision,,Text,
,,Ectopy Frequency 2,,,226480,Ectopy Frequency 2,,,0,Routine Vital Signs,,,,metavision,,Text,
,,Hemodialysis Output,,,226499,Hemodialysis Output,mL,chartevents,0,Dialysis,,,,metavision,,Numeric,
,,Ewald,,,226572,Ewald,mL,outputevents,0,Output,,,,metavision,,Numeric,
,,O2 Delivery Device(s),,,226732,O2 Delivery Device(s),,,0,Respiratory,,,,metavision,,Text,
,,Known difficult intubation,,,226814,Known difficult intubation,,,0,Respiratory,,,,metavision,,Text,
,,Airway problems,,,226815,Airway problems,,,0,Respiratory,,,,metavision,,Text,
,,PCA dose units,,,227111,PCA  dose units,,,0,Pain/Sedation,,,,metavision,,Text,
,,PCA 1 hour limit units,,,227113,PCA 1 hour limit units,,,0,Pain/Sedation,,,,metavision,,Text,
,,PCA bolus units,,,227115,PCA bolus units,,,0,Pain/Sedation,,,,metavision,,Text,
,,PCA total dose units,,,227117,PCA total dose units,,,0,Pain/Sedation,,,,metavision,,Text,
,,Epidural Location,,,227119,Epidural Location,,,0,Pain/Sedation,,,,metavision,,Text,
,,Motor Deficit,,,227120,Motor Deficit,,,0,Pain/Sedation,,,,metavision,,Text,
,,Pupil Response R,,,227121,Pupil Response Right,,,0,Neurological,,,,metavision,,Text,
,,Neuro Drain Landmark,,,227122,Neuro Drain Landmark,,,0,Neurological,,,,metavision,,Text,
,,Dialysis Catheter Type,,,227124,Dialysis Catheter Type,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Indwelling (PortaCath) Port Type,,,227125,Indwelling (PortaCath) Port Type,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Indwelling (PortaCath) Port #1,,,227127,Indwelling (PortaCath) Port #1,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Indwelling (PortaCath) Port #2,,,227128,Indwelling (PortaCath) Port #2,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Pheresis Catheter Type,,,227129,Pheresis Catheter Type,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Cont. Neb Med Dose,,,227131,Cont. Neb Med Dose,,,0,Respiratory,,,,metavision,,Text,
,,SV Neb Drug #2,,,227133,Small Volume Neb Drug #2,,,0,Respiratory,,,,metavision,,Text,
,,ATC Tube #,,,227134,ATC Tube #,,,0,Respiratory,,,,metavision,,Text,
,,ABP Alarm Source,,,227239,ABP Alarm Source,,,0,Alarms,,,,metavision,,Text,
,,NBP Alarm Source,,,227240,NBP Alarm Source,,,0,Alarms,,,,metavision,,Text,
,,PAP Alarm Source,,,227241,PAP Alarm Source,,,0,Alarms,,,,metavision,,Text,
,,Pupil Response L,,,227288,Pupil Response Left,,,0,Neurological,,,,metavision,,Text,
,,CRRT mode,,,227290,CRRT mode,,,0,Dialysis,,,,metavision,,Text,
,,History of falling (within 3 mnths)*,,,227341,History of falling (within 3 mnths),,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Secondary diagnosis,,,227342,Secondary diagnosis,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Ambulatory aid,,,227343,Ambulatory aid,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,IV/Saline lock,,,227344,IV/Saline lock,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Gait/Transferring,,,227345,Gait/Transferring,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Mental status,,,227346,Mental status,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Daily Wake Up,,,227375,Daily Wake Up,,,0,Pain/Sedation,,,,metavision,,Text,
,,Incision Site #1,,,227472,Incision Site #1,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Site #2,,,227473,Incision Site #2,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Site #3,,,227474,Incision Site #3,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Site #4,,,227475,Incision Site #4,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Site #5,,,227476,Incision Site #5,,,0,Skin - Incisions,,,,metavision,,Text,
,,Incision Site #6,,,227477,Incision Site #6,,,0,Skin - Incisions,,,,metavision,,Text,
,,Humidification,,,227517,Humidification,,,0,Respiratory,,,,metavision,,Text,
,,ART BP Alarm Source,,,227539,ART Blood Pressure Alarm Source,,,0,Alarms,,,,metavision,,Text,
,,Airway Location,,,227567,Airway Location,,,0,Respiratory,,,,metavision,,Text,
,,Airway Size (mm),,,227568,Airway Size (mm),,,0,Respiratory,,,,metavision,,Text,
,,SV Neb Drug/Dose #1,,,227570,Small Volume Neb Drug/Dose #1,,,0,Respiratory,,,,metavision,,Text,
,,BiPap Mode,,,227577,BiPap Mode,,,0,Respiratory,,,,metavision,,Text,
,,BiPap Mask,,,227578,BiPap Mask,,,0,Respiratory,,,,metavision,,Text,
,,Autoset/CPAP,,,227583,Autoset/CPAP,,,0,Respiratory,,,,metavision,,Text,
,,GI Guaiac,,,227585,GI Guaiac,,,0,GI/GU,,,,metavision,,Text,
,,GI #1 Tube Place Method,,,227588,GI #1 Tube Place Method,,,0,GI/GU,,,,metavision,,Text,
,,GI #2 Tube Place Method,,,227589,GI #2 Tube Place Method,,,0,GI/GU,,,,metavision,,Text,
,,GI #3 Tube Place Method,,,227590,GI #3 Tube Place Method,,,0,GI/GU,,,,metavision,,Text,
,,Neuro Drain Landmark,,,227591,Neuro Drain Landmark,,,0,Neurological,,,,metavision,,Text,
,,Site Cleanse #9,,,227594,Impaired Skin Cleanse #9,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site Cleanse #10,,,227595,Impaired Skin Cleanse #10,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site Drainage #9,,,227598,Impaired Skin Drainage #9,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site Drainage #10,,,227599,Impaired Skin Drainage #10,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site Drainage Amount #9,,,227600,Impaired Skin Drainage Amount #9,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site Drainage Amount #10,,,227601,Impaired Skin Drainage Amount #10,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site #9,,,227606,Impaired Skin Site #9,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site #10,,,227607,Impaired Skin Site #10,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site Treatment #9,,,227608,Impaired Skin Treatment #9,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site Treatment #10,,,227609,Impaired Skin Treatment #10,,,0,Skin - Impairment,,,,metavision,,Text,
,,Type #9,,,227612,Impaired Skin Type #9,,,0,Skin - Impairment,,,,metavision,,Text,
,,Type #10,,,227613,Impaired Skin Type #10,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site/Wound Base #9,,,227616,Impaired Skin Wound Base #9,,,0,Skin - Impairment,,,,metavision,,Text,
,,Site/Wound Base #10,,,227617,Impaired Skin Wound Base #10,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer Stage #9,,,227618,Pressure Ulcer Stage #9,,,0,Skin - Impairment,,,,metavision,,Text,
,,Pressure Ulcer Stage #10,,,227619,Pressure Ulcer Stage #10,,,0,Skin - Impairment,,,,metavision,,Text,
,,Surrounding Tissue #9,,,227620,Surrounding Tissue #9,,,0,Skin - Impairment,,,,metavision,,Text,
,,Surrounding Tissue #10,,,227621,Surrounding Tissue #10,,,0,Skin - Impairment,,,,metavision,,Text,
,,Tunneling Present #9,,,227622,Tunneling Present #9,,,0,Skin - Impairment,,,,metavision,,Text,
,,Tunneling Present #10,,,227623,Tunneling Present #10,,,0,Skin - Impairment,,,,metavision,,Text,
,,Undermining Present #9,,,227624,Undermining Present #9,,,0,Skin - Impairment,,,,metavision,,Text,
,,Undermining Present #10,,,227625,Undermining Present #10,,,0,Skin - Impairment,,,,metavision,,Text,
,,Seizure Pads,,,227626,Seizure Pads,,,0,Treatments,,,,metavision,,Text,
,,Shivering,,,227629,Shivering,,,0,Treatments,,,,metavision,,Text,
,,Arctic Sun Temp #1 Location,,,227630,Arctic Sun Temp #1 Location,,,0,Routine Vital Signs,,,,metavision,,Text,
,,Arctic Sun Temp #2 Location,,,227631,Arctic Sun Temp #2 Location,,,0,Routine Vital Signs,,,,metavision,,Text,
,,Knee Location - CPM,,,227636,Knee Location - CPM,,,0,Treatments,,,,metavision,,Text,
,,Medication Added #2 (PD),,,227638,Medication Added #2 (Peritoneal Dialysis),,,0,Dialysis,,,,metavision,,Text,
,,Medication Added Amount  #2 (PD),,,227639,Medication Added Amount  #2 (Peritoneal Dialysis),None,chartevents,0,Dialysis,,,,metavision,,Numeric,
,,Medication Added Units #2 (PD),,,227640,Medication Added Units #2 (Peritoneal Dialysis),,,0,Dialysis,,,,metavision,,Text,
,,Breast Feeding,,,227642,Breast Feeding,,,0,OB-GYN,,,,metavision,,Text,
,,Breast Feeding - L,,,227643,Breast Feeding - L,,,0,OB-GYN,,,,metavision,,Text,
,,Breast Feeding - R,,,227644,Breast Feeding - R,,,0,OB-GYN,,,,metavision,,Text,
,,Clots,,,227648,Clots,,,0,OB-GYN,,,,metavision,,Text,
,,Fundus Character,,,227649,Fundus Character,,,0,OB-GYN,,,,metavision,,Text,
,,Fundus Location (Breadth),,,227650,Fundus Location (Breadth),,,0,OB-GYN,,,,metavision,,Text,
,,Lochia Character,,,227651,Lochia Character,,,0,OB-GYN,,,,metavision,,Text,
,,Lochia Estimate,,,227652,Lochia Estimate,,,0,OB-GYN,,,,metavision,,Text,
,,Pad Change/Hour,,,227653,Pad Change/Hour,,,0,OB-GYN,,,,metavision,,Text,
,,Reflexes LE,,,227654,Reflexes LE,,,0,OB-GYN,,,,metavision,,Text,
,,Reflexes UE,,,227655,Reflexes UE,,,0,OB-GYN,,,,metavision,,Text,
,,Patient/Family Informed_V2,,,227662,Patient/Family Informed_V2,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Immobilizer,,,227663,Immobilizer,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Immobilizer Device,,,227664,Immobilizer Device,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Immobilizer Evaluated,,,227665,Immobilizer Evaluated,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Immobilizer Location,,,227666,Immobilizer Location,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Reason for Immobilizer,,,227667,Reason for Immobilizer,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Side Rails_V2,,,227668,Side Rails_V2,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Side Rails (Restraint),,,227669,Side Rails (Restraint),,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Violent Restraints,,,227670,Violent Restraints,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Non-Violent Restraints,,,227671,Non-Violent Restraints,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Violent Restraints Ordered,,,227672,Violent Restraints Ordered,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Non-Violent Restraints Ordered,,,227673,Non-Violent Restraints Ordered,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Face to Face Eval (Non-Violent),,,227674,Face to Face Eval (Non-Violent),,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Face to Face Eval (Violent),,,227675,Face to Face Eval (Violent),,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Reason for Restraints (Non-Violent),,,227676,Reason for Restraints (Non-Violent),,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Reason for Restraint/Seclusion (Violent),,,227677,Reason for Restraint/Seclusion (Violent),,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Restraint Device (Non-Violent),,,227678,Restraint Device (Non-Violent),,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Restraint Device (Violent),,,227679,Restraint Device (Violent),,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Restraint Location_V2,,,227680,Restraint Location_V2,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Less Restrictive Measures,,,227681,Less Restrictive Measures_V1,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Restraints Evaluated_V2_,,,227682,Restraints Evaluated_V2,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Restraint/Seclusion Observer Sheet,,,227683,Restraint/Seclusion Observer Sheet,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Safety Measures,,,227684,Safety Measures,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,Tobacco Use History,,,227687,Tobacco Use History,,,0,Adm History/FHPA,,,,metavision,,Text,
,,Safety Measures,,,227700,Safety Measures,,,0,Restraint/Support Systems,,,,metavision,,Text,
,,AVA Line Discontinued,,,227725,AVA Line Discontinued,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,AVA Line Site Appear,,,227728,AVA Line Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,AVA Waveform Appearance,,,227730,AVA Waveform Appearance,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,AVA Line Placement Confirmed by X-ray,,,227732,AVA Line Placement Confirmed by X-ray,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,CCO PAC Placement Confirmed by X-ray,,,227751,CCO PAC Placement Confirmed by X-ray,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Cordis/Introducer Placement Confirmed by X-ray,,,227752,Cordis/Introducer Placement Confirmed by X-ray,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Dialysis Catheter Placement Confirmed by X-ray,,,227753,Dialysis Catheter Placement Confirmed by X-ray,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,IABP Placement Confirmed by X-ray,,,227754,IABP Placement Confirmed by X-ray,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Midline Placement Confirmed by X-ray,,,227755,Midline Placement Confirmed by X-ray,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Multi Lumen Placement Confirmed by X-ray,,,227756,Multi Lumen Placement Confirmed by X-ray,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,PA Catheter Placement Confirmed by X-ray,,,227757,PA Catheter Placement Confirmed by X-ray,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Pheresis Catheter Placement Confirmed by X-ray,,,227758,Pheresis Catheter Placement Confirmed by X-ray,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,PICC Line Placement Confirmed by X-ray,,,227759,PICC Line Placement Confirmed by X-ray,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Presep Catheter Placement Confirmed by X-ray,,,227760,Presep Catheter Placement Confirmed by X-ray,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Sheath Placement Confirmed by X-ray,,,227761,Sheath Placement Confirmed by X-ray,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Trauma Line Placement Confirmed by X-ray,,,227762,Trauma Line Placement Confirmed by X-ray,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Triple Introducer Placement Confirmed by X-ray,,,227763,Triple Introducer Placement Confirmed by X-ray,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Tunneled (Hickman) Placement Confirmed by X-ray,,,227764,Tunneled (Hickman) Placement Confirmed by X-ray,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Traction/Immobile #1,,,227771,Traction/Immobile #1,,,0,Treatments,,,,metavision,,Text,
,,Traction/Immobile #2,,,227772,Traction/Immobile #2,,,0,Treatments,,,,metavision,,Text,
,,Traction/Immobile #3,,,227773,Traction/Immobile #3,,,0,Treatments,,,,metavision,,Text,
,,Traction/Immobile #4,,,227774,Traction/Immobile #4,,,0,Treatments,,,,metavision,,Text,
,,Skeletal Traction #3 - Pounds,,,227777,Skeletal Traction #3 - Pounds,lbs,chartevents,0,Treatments,,,,metavision,,Numeric,
,,Impaired Skin  - Dressing Status #1,,,227780,Impaired Skin  - Dressing Status #1,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin  - Dressing Status #2,,,227781,Impaired Skin  - Dressing Status #2,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin  - Dressing Status #3,,,227782,Impaired Skin  - Dressing Status #3,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin  - Dressing Status  #4,,,227783,Impaired Skin - Dressing Status  #4,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin  - Dressing Status #5,,,227784,Impaired Skin  - Dressing Status #5,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin  - Dressing Status #6,,,227785,Impaired Skin  - Dressing Status #6,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin  - Dressing Status #7,,,227786,Impaired Skin  - Dressing Status #7,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin - Dressing Status  #8,,,227787,Impaired Skin  - Dressing Status  #8,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin  - Dressing Status #9,,,227788,Impaired Skin  - Dressing Status #9,,,0,Skin - Impairment,,,,metavision,,Text,
,,Impaired Skin  - Dressing Status #10,,,227789,Impaired Skin  - Dressing Status #10,,,0,Skin - Impairment,,,,metavision,,Text,
,,SvO2 SQI,,,227805,SvO2 SQI,,,0,Hemodynamics,,,,metavision,,Text,
,,ScvO2 (Presep) SQI,,,227806,ScvO2 (Presep) SQI,,,0,Hemodynamics,,,,metavision,,Text,
,,Heliox,,,227808,Heliox,,,0,Respiratory,,,,metavision,,Text,
,,Site Appearance,,,227815,Site Appearance - Adjunctive Pain Management,,,0,Pain/Sedation,,,,metavision,,Text,
,,Self Feeding,,,227830,Self Feeding,,,0,OT Notes,,,,metavision,,Text,
,,Grooming,,,227831,Grooming,,,0,OT Notes,,,,metavision,,Text,
,,UE Bathing,,,227832,UE Bathing,,,0,OT Notes,,,,metavision,,Text,
,,LE Bathing,,,227834,LE Bathing,,,0,OT Notes,,,,metavision,,Text,
,,UE Dressing,,,227835,UE Dressing,,,0,OT Notes,,,,metavision,,Text,
,,LE Dressing,,,227836,LE Dressing,,,0,OT Notes,,,,metavision,,Text,
,,Toileting,,,227837,Toileting,,,0,OT Notes,,,,metavision,,Text,
,,Home Management,,,227839,Home Management,,,0,OT Notes,,,,metavision,,Text,
,,Money Management,,,227840,Money Management,,,0,OT Notes,,,,metavision,,Text,
,,Community Integration,,,227841,Community Integration,,,0,OT Notes,,,,metavision,,Text,
,,Rolling,,,227845,Rolling,,,0,OT Notes,,,,metavision,,Text,
,,Supine / Side-lying to Sit,,,227846,Supine / Side-lying to Sit,,,0,OT Notes,,,,metavision,,Text,
